1428416454 1 0 0 0 0
1428416752 2 0 0 0 0
1428469843 3 0 0 0 0
1428477454 4 0 0 0 0
1428488407 5 0 0 0 0
1428488655 6 0 0 0 0
1428577088 7 0 0 0 0
1428657212 8 0 0 0 0
1428657401 9 0 0 0 0
1428664414 10 0 0 0 0
1428668606 10 0 0 0 1
1428911079 11 0 0 0 1
1428931838 12 0 0 0 1
1428997563 13 0 0 0 1
1429021839 14 0 0 0 1
1429100384 15 0 0 0 1
1429101069 16 0 0 0 1
1429112347 17 0 0 0 1
1429138268 18 0 0 0 1
1429182048 19 0 0 0 1
1429194442 20 0 0 0 1
1429512204 21 0 0 0 1
1429602273 22 0 0 0 1
1429680339 23 0 0 0 1
1430816937 24 0 0 0 1
1430817147 25 0 0 0 1
1430861653 26 0 0 0 1
1430866518 27 0 0 0 1
1431095212 28 0 0 0 1
1431128479 30 0 0 0 1
1431261805 31 0 0 0 1
1431322825 32 0 0 0 1
1431354664 33 0 0 0 1
1431432182 34 0 0 0 1
1431432333 35 0 0 0 1
1431436098 36 0 0 0 1
1431439187 37 0 0 0 1
1431440728 38 0 0 0 1
1431463443 39 0 0 0 1
1431495043 40 0 0 0 1
1431514592 41 0 0 0 1
1432208600 42 0 0 0 1
1432243440 43 0 0 0 1
1432283608 44 0 0 0 1
1432284754 45 0 0 0 1
1432539329 46 0 0 0 1
1433329450 47 0 0 0 1
1433332605 48 0 0 0 1
1433341577 49 0 0 0 1
1433420509 50 0 0 0 1
1433450448 51 0 0 0 1
1433484996 52 0 0 0 1
1433492840 53 0 0 0 1
1433514242 54 0 0 0 1
1433776638 55 0 0 0 1
1433831907 56 0 0 0 1
1433949820 57 0 0 0 1
1434353705 58 0 0 0 1
1434354169 59 0 0 0 1
1434354288 60 0 0 0 1
1434453325 61 0 0 0 1
1434455223 62 0 0 0 1
1434474712 63 0 0 0 1
1434519436 64 0 0 0 1
1434545986 65 0 0 0 1
1434547246 66 0 0 0 1
1434617707 67 0 0 0 1
1434698527 68 0 0 0 1
1434698984 69 0 0 0 1
1434699477 70 0 0 0 1
1434702662 71 0 0 0 1
1434981804 72 0 0 0 1
1435040919 72 1 0 0 1
1435041059 72 2 0 0 1
1435129645 73 2 0 0 1
1435130030 74 2 0 0 1
1435140251 75 2 0 0 1
1435301965 76 2 0 0 1
1435302185 77 2 0 0 1
1435302505 78 2 0 0 1
1435317042 79 2 0 0 1
1435356383 80 2 0 0 1
1435573794 80 3 0 0 1
1435573849 80 4 0 0 1
1435645614 81 4 0 0 1
1435665707 81 4 0 1 1
1435666571 81 4 1 1 1
1435672785 82 4 1 1 1
1435741053 83 4 1 1 1
1435742137 88 4 1 1 1
1435743500 89 4 1 1 1
1435746053 90 4 1 1 1
1435760539 91 4 1 1 1
1435770937 92 4 1 1 1
1435844452 93 4 1 1 1
1435908368 94 4 1 1 1
1435909289 95 4 1 1 1
1435927088 96 4 1 1 1
1435927193 97 4 1 1 1
1435927986 98 4 1 1 1
1435929737 99 4 1 1 1
1436171420 99 4 2 1 1
1436171544 100 4 3 1 1
1436182831 101 4 3 1 1
1436254197 102 4 3 1 1
1436254300 103 4 3 1 1
1436255999 104 4 3 1 1
1436257443 105 4 3 1 1
1436257493 106 4 3 1 1
1436257910 107 4 3 1 1
1436274617 108 4 3 1 1
1436359506 109 4 3 1 1
1436437616 110 4 3 1 1
1436438975 111 4 3 1 1
1436440563 112 4 3 1 1
1436530467 113 4 3 1 1
1436531696 114 4 3 1 1
1436535767 115 4 3 1 1
1437397569 116 4 3 1 1
1437421586 117 4 3 1 1
1437476776 118 4 3 1 1
1437481886 119 4 3 1 1
1437482087 120 4 3 1 1
1437482425 121 4 3 1 1
1437574839 122 4 3 1 1
1437574909 123 4 3 1 1
1437656012 123 5 3 1 1
1438065954 124 5 3 1 1
1438172892 125 5 3 1 1
1438209501 126 5 3 1 1
1438264349 127 5 3 1 1
1438270338 128 5 3 1 1
1438271474 129 5 3 1 1
1438335020 130 5 3 1 1
1438341835 131 5 3 1 1
1438355225 132 5 3 1 1
1438432658 133 5 3 1 1
1438519586 134 5 3 1 1
1438600425 135 5 3 1 1
1438602784 136 5 3 1 1
1438607396 137 5 3 1 1
1438750271 155 5 3 1 1
1438752027 156 5 3 1 1
1438752247 157 5 3 1 1
1438754562 158 5 3 1 1
1438769591 159 5 3 1 1
1439217647 160 5 3 1 1
1439281306 161 5 3 1 1
